"","site_code","trt","year","block","plot","plot_id","bray_mean_null","bray_sd_null","bray","z_score"
"197","jena.de","Control","2018","1"," 5","jena.de_Control_2018_1_ 5",0.804363636363636,0.0879197523344101,0.521212121212121,-3.22056770672561
"198","jena.de","Control","2018","2","13","jena.de_Control_2018_2_13",0.834307304785894,0.112322121451739,0.481108312342569,-3.14451853186447
"199","jena.de","Control","2018","3","20","jena.de_Control_2018_3_20",0.833294460641399,0.0777369683580331,0.556851311953353,-3.55613493202915
"200","jena.de","Control","2019","1"," 5","jena.de_Control_2019_1_ 5",0.801218961625282,0.0731592993354392,0.580135440180587,-3.02194694936888
"201","jena.de","Control","2019","2","13","jena.de_Control_2019_2_13",0.777367205542725,0.0876922609139224,0.367205542725173,-4.67728461488935
"202","jena.de","Control","2019","3","20","jena.de_Control_2019_3_20",0.760143369175628,0.100527251746354,0.53405017921147,-2.2490736197049
"203","jena.de","Control","2020","1"," 5","jena.de_Control_2020_1_ 5",0.704026258205689,0.0895780263644139,0.518599562363239,-2.07000202357789
"204","jena.de","Control","2020","2","13","jena.de_Control_2020_2_13",0.768898876404494,0.119208667822882,0.325842696629214,-3.71664399801501
"205","jena.de","Control","2020","3","20","jena.de_Control_2020_3_20",0.780253699788583,0.103337639987459,0.564482029598309,-2.088025914047
"206","jena.de","NPK","2014","1"," 1","jena.de_NPK_2014_1_ 1",0.793954305799649,0.139152880462235,0.493848857644991,-2.15665997827551
"207","jena.de","NPK","2014","2","10","jena.de_NPK_2014_2_10",0.77529197080292,0.11867650687362,0.45985401459854,-2.65796461754889
"208","jena.de","NPK","2014","3","18","jena.de_NPK_2014_3_18",0.817243947858473,0.0972144294273962,0.452513966480447,-3.75180910412504
"209","jena.de","NPK","2015","1"," 1","jena.de_NPK_2015_1_ 1",0.8035960591133,0.185370540372696,0.0738916256157636,-3.93646386330013
"210","jena.de","NPK","2015","2","10","jena.de_NPK_2015_2_10",0.726486486486487,0.166303974515813,0.264033264033264,-2.7807707169936
"211","jena.de","NPK","2015","3","18","jena.de_NPK_2015_3_18",0.835326633165829,0.191013344600867,0.221105527638191,-3.21559264255116
"212","jena.de","NPK","2016","1"," 1","jena.de_NPK_2016_1_ 1",0.819376623376623,0.200570906764902,0.184415584415584,-3.16576840182163
"213","jena.de","NPK","2016","2","10","jena.de_NPK_2016_2_10",0.79551867219917,0.100565330568197,0.647302904564315,-1.47382568920553
"214","jena.de","NPK","2016","3","18","jena.de_NPK_2016_3_18",0.885564304461942,0.148269384979011,0.275590551181102,-4.11395618432752
"215","jena.de","NPK","2017","1"," 1","jena.de_NPK_2017_1_ 1",0.803435582822086,0.116180291595618,0.386503067484663,-3.58866817780606
"216","jena.de","NPK","2017","2","10","jena.de_NPK_2017_2_10",0.743394957983193,0.0868463581760864,0.34453781512605,-4.59267551609286
"217","jena.de","NPK","2017","3","18","jena.de_NPK_2017_3_18",0.839338521400778,0.142686105129182,0.303501945525292,-3.75535217945967
"218","jena.de","NPK","2018","1"," 1","jena.de_NPK_2018_1_ 1",0.844905660377358,0.0758087672168105,0.638814016172507,-2.71857268982407
"219","jena.de","NPK","2018","2","10","jena.de_NPK_2018_2_10",0.768926315789474,0.116258532795912,0.67578947368421,-0.801118333987258
"220","jena.de","NPK","2018","3","18","jena.de_NPK_2018_3_18",0.797902097902098,0.0946941668380018,0.547785547785548,-2.64130894719669
"221","jena.de","NPK","2019","1"," 1","jena.de_NPK_2019_1_ 1",0.822813186813187,0.0681184608638097,0.767032967032967,-0.818870818172805
"222","jena.de","NPK","2019","2","10","jena.de_NPK_2019_2_10",0.738089430894309,0.0876022571723053,0.59349593495935,-1.65056815431773
"223","jena.de","NPK","2019","3","18","jena.de_NPK_2019_3_18",0.823870967741935,0.117385348371211,0.461100569259962,-3.0904231534482
"224","jena.de","NPK","2020","1"," 1","jena.de_NPK_2020_1_ 1",0.779751552795031,0.085636336476945,0.552795031055901,-2.65023623237586
"225","jena.de","NPK","2020","2","10","jena.de_NPK_2020_2_10",0.688168421052632,0.0995418161145178,0.309473684210526,-3.80437841727176
"226","jena.de","NPK","2020","3","18","jena.de_NPK_2020_3_18",0.773283950617284,0.140179056525225,0.328395061728395,-3.17371867036951
"227","sevi.us","Control","2008","2","12","sevi.us_Control_2008_2_12",0.76507619548082,0.240313788480447,0.410930110352076,-1.47368191966046
"228","sevi.us","Control","2008","4","35","sevi.us_Control_2008_4_35",0.816793248945148,0.174936200829385,0.486919831223629,-1.885678413945
"229","sevi.us","Control","2008","5","40","sevi.us_Control_2008_5_40",0.79431289640592,0.0941968415343419,0.549682875264271,-2.59700874420999
"230","sevi.us","Control","2010","1"," 8","sevi.us_Control_2010_1_ 8",0.785274792754068,0.0776478263818365,0.663494012895302,-1.56837332779805
"231","sevi.us","Control","2010","2","12","sevi.us_Control_2010_2_12",0.656820156385752,0.117485436312124,0.586446568201564,-0.598998398382129
"232","sevi.us","Control","2010","3","22","sevi.us_Control_2010_3_22",0.880085876399325,0.0469604456233632,0.797577058733323,-1.75698540699012
"233","sevi.us","Control","2010","4","35","sevi.us_Control_2010_4_35",0.796710416084892,0.0670113817188717,0.706785814018431,-1.3419302775119
"234","sevi.us","Control","2010","5","40","sevi.us_Control_2010_5_40",0.718237827095065,0.107623802659702,0.362702881748924,-3.30349733571777
"235","sevi.us","Control","2011","1"," 8","sevi.us_Control_2011_1_ 8",0.910700934579439,0.115291383265111,0.579439252336449,-2.87325620407605
"236","sevi.us","Control","2011","2","12","sevi.us_Control_2011_2_12",0.770471204188482,0.186720489929277,0.413612565445026,-1.91119163664695
"237","sevi.us","Control","2011","3","22","sevi.us_Control_2011_3_22",0.463478260869565,0.144659831804855,0.260869565217391,-1.40058710925014
"238","sevi.us","Control","2011","4","35","sevi.us_Control_2011_4_35",0.7645,0.122855453284727,0.491666666666667,-2.22076697483685
"239","sevi.us","Control","2011","5","40","sevi.us_Control_2011_5_40",0.724157303370787,0.131831868825191,0.252808988764045,-3.57537459498317
"240","sevi.us","Control","2012","1"," 8","sevi.us_Control_2012_1_ 8",0.790673575129534,0.142972292162662,0.473229706390328,-2.22031740512382
"241","sevi.us","Control","2012","2","12","sevi.us_Control_2012_2_12",0.808137254901961,0.0872616891127222,0.708333333333333,-1.14373125919788
"242","sevi.us","Control","2012","3","22","sevi.us_Control_2012_3_22",0.547628571428571,0.109219645403534,0.425714285714286,-1.11623037470821
"243","sevi.us","Control","2012","4","35","sevi.us_Control_2012_4_35",0.744096749811035,0.0891064518152221,0.372637944066516,-4.16870830537394
"244","sevi.us","Control","2012","5","40","sevi.us_Control_2012_5_40",0.582954545454545,0.075040125090626,0.433712121212121,-1.98883496079176
"245","sevi.us","Control","2013","1"," 8","sevi.us_Control_2013_1_ 8",0.862753623188406,0.11881990995767,0.644075021312873,-1.84042053182365
"246","sevi.us","Control","2013","2","12","sevi.us_Control_2013_2_12",0.84622085048011,0.0697105817946144,0.735939643347051,-1.58198661227611
"247","sevi.us","Control","2013","3","22","sevi.us_Control_2013_3_22",0.920925244117176,0.00862748405818693,0.91355850808388,-0.853868402840514
"248","sevi.us","Control","2013","4","35","sevi.us_Control_2013_4_35",0.854965659340659,0.0557584026790478,0.794986263736264,-1.07570146780645
"249","sevi.us","Control","2013","5","40","sevi.us_Control_2013_5_40",0.801672576832151,0.0632693242665628,0.809101654846336,0.117419904516211
"250","sevi.us","Control","2014","1"," 8","sevi.us_Control_2014_1_ 8",0.956579476861167,0.14947080104785,0.414669837205048,-3.62552174643553
"251","sevi.us","Control","2014","4","35","sevi.us_Control_2014_4_35",0.855411255411255,0.091865711651056,0.691197691197691,-1.78753923811438
"252","sevi.us","Control","2014","5","40","sevi.us_Control_2014_5_40",0.711293859649123,0.109665482810864,0.560672514619883,-1.37346174173154
"253","sevi.us","Control","2016","3","22","sevi.us_Control_2016_3_22",0.85093023255814,0.0986241480932921,0.677002583979328,-1.76354018707759
"254","sevi.us","Control","2016","4","35","sevi.us_Control_2016_4_35",0.741864319005696,0.178064748388455,0.278094251683066,-2.60450241566567
"255","sevi.us","Control","2016","5","40","sevi.us_Control_2016_5_40",0.730460577673692,0.156675487696813,0.36768149882904,-2.31548076969561
"256","sevi.us","Control","2018","3","22","sevi.us_Control_2018_3_22",0.672755102040816,0.304318336992552,0.119897959183673,-1.81670663792657
"257","sevi.us","Control","2018","4","35","sevi.us_Control_2018_4_35",0.808490566037736,0.219397635835541,0.150943396226415,-2.99705677003837
"258","sevi.us","Control","2018","5","40","sevi.us_Control_2018_5_40",0.879320754716981,0.117929302319561,0.335849056603774,-4.60845343289257
"259","sevi.us","NPK","2008","3","17","sevi.us_NPK_2008_3_17",0.879275612280096,0.127622796277004,0.620098884672876,-2.03080276539843
"260","sevi.us","NPK","2008","4","25","sevi.us_NPK_2008_4_25",0.864240631163708,0.173108300245487,0.447731755424063,-2.40605953122403
"261","sevi.us","NPK","2008","5","39","sevi.us_NPK_2008_5_39",0.856754563894523,0.165781191636508,0.54158215010142,-1.90113492780381
"262","sevi.us","NPK","2010","1"," 6","sevi.us_NPK_2010_1_ 6",0.811206434316354,0.110516573195728,0.893833780160858,0.747646651133207
"263","sevi.us","NPK","2010","2","15","sevi.us_NPK_2010_2_15",0.841962675613336,0.136899527590847,0.877542461732019,0.259897070098157
"264","sevi.us","NPK","2010","3","17","sevi.us_NPK_2010_3_17",0.825011993791449,0.133072593383704,0.448003386482292,-2.83310483190241
"265","sevi.us","NPK","2010","4","25","sevi.us_NPK_2010_4_25",0.648210327752888,0.105721330041622,0.610469228955435,-0.356986606038673
"266","sevi.us","NPK","2010","5","39","sevi.us_NPK_2010_5_39",0.754672039400045,0.138799037948426,0.862547571076785,0.77720662384435
"267","sevi.us","NPK","2011","3","17","sevi.us_NPK_2011_3_17",0.851612903225806,0.187213028903648,0.403225806451613,-2.39506352415762
"268","sevi.us","NPK","2011","5","39","sevi.us_NPK_2011_5_39",0.877417218543046,0.171198473788235,0.33112582781457,-3.1909828320328
"269","sevi.us","NPK","2012","1"," 6","sevi.us_NPK_2012_1_ 6",0.771776937618147,0.146388341840284,0.841209829867675,0.474306159743802
"270","sevi.us","NPK","2012","2","15","sevi.us_NPK_2012_2_15",0.677651515151515,0.156198193589392,0.683712121212121,0.0388007436023101
"271","sevi.us","NPK","2012","3","17","sevi.us_NPK_2012_3_17",0.7072040302267,0.118849475826765,0.724601175482788,0.146379654895964
"272","sevi.us","NPK","2012","4","25","sevi.us_NPK_2012_4_25",0.645256198347107,0.100720544230968,0.499173553719008,-1.45037584678959
"273","sevi.us","NPK","2012","5","39","sevi.us_NPK_2012_5_39",0.622160278745645,0.0967003282106586,0.704994192799071,0.856604269976985
"274","sevi.us","NPK","2013","1"," 6","sevi.us_NPK_2013_1_ 6",0.866973058637084,0.0601353734796733,0.786053882725832,-1.34561691777975
"275","sevi.us","NPK","2013","2","15","sevi.us_NPK_2013_2_15",0.935418543988617,0.0670719889688104,0.989566042210102,0.807304197385059
"276","sevi.us","NPK","2013","3","17","sevi.us_NPK_2013_3_17",0.896014386136995,0.0451311384322519,0.836521170508419,-1.31822988950043
"277","sevi.us","NPK","2013","4","25","sevi.us_NPK_2013_4_25",0.875918703652843,0.0868876819371767,0.78797033781928,-1.01220752899304
"278","sevi.us","NPK","2013","5","39","sevi.us_NPK_2013_5_39",0.867849429188522,0.0173825730875122,0.854983029929034,-0.740189567718913
"279","sevi.us","NPK","2014","1"," 6","sevi.us_NPK_2014_1_ 6",0.901440645409143,0.157257392356218,0.479446792162889,-2.68345956220842
"280","sevi.us","NPK","2014","3","17","sevi.us_NPK_2014_3_17",0.785463917525773,0.152930228685611,0.56701030927835,-1.4284527664999
"281","sevi.us","NPK","2016","1"," 6","sevi.us_NPK_2016_1_ 6",0.873819951338199,0.239391655317589,0.221411192214112,-2.72527778070864
"282","sevi.us","NPK","2016","2","15","sevi.us_NPK_2016_2_15",0.925149625935162,0.143035463448782,0.276807980049875,-4.53273356308203
"283","sevi.us","NPK","2016","3","17","sevi.us_NPK_2016_3_17",0.724990642545228,0.236370751491658,0.46849656893325,-1.08513456928714
"284","sevi.us","NPK","2016","4","25","sevi.us_NPK_2016_4_25",0.660557156580211,0.196548620584627,0.469740634005764,-0.97083623383807
"285","sevi.us","NPK","2016","5","39","sevi.us_NPK_2016_5_39",0.821404109589041,0.136818749579227,0.965753424657534,1.05504044959061
"286","sevi.us","NPK","2018","1"," 6","sevi.us_NPK_2018_1_ 6",0.917685902957221,0.191291439964164,0.252942865345966,-3.47502762139166
"287","sevi.us","NPK","2018","2","15","sevi.us_NPK_2018_2_15",0.918381962864722,0.209050807013021,0.218832891246684,-3.34631127051552
"288","sevi.us","NPK","2018","3","17","sevi.us_NPK_2018_3_17",0.860073583517292,0.16339265860103,0.492273730684327,-2.25101822800407
"289","sevi.us","NPK","2018","4","25","sevi.us_NPK_2018_4_25",0.721362367392518,0.412792039718545,0.0407593523171413,-1.64877940848722
"290","sevi.us","NPK","2018","5","39","sevi.us_NPK_2018_5_39",0.926422018348624,0.0183129112190579,0.903669724770642,-1.24241816638657
"291","temple.us","Control","2010","1"," 1","temple.us_Control_2010_1_ 1",0.68224,0.0911153248594462,0.6,-0.902592402835228
"292","temple.us","Control","2010","2","11","temple.us_Control_2010_2_11",0.677414965986395,0.063933588645452,0.557823129251701,-1.87056349046662
"293","temple.us","Control","2010","3","21","temple.us_Control_2010_3_21",0.771284046692607,0.0940958367563033,0.455252918287938,-3.35860904476731
"294","temple.us","Control","2012","1"," 1","temple.us_Control_2012_1_ 1",0.682520325203252,0.114949852316543,0.398373983739837,-2.47191567224417
"295","temple.us","Control","2012","2","11","temple.us_Control_2012_2_11",0.678763326226013,0.0770791928694618,0.44136460554371,-3.07993262311856
"296","temple.us","Control","2012","3","21","temple.us_Control_2012_3_21",0.640428134556575,0.119401956713261,0.308868501529052,-2.77683584217761
"297","temple.us","Control","2013","1"," 1","temple.us_Control_2013_1_ 1",0.693529411764706,0.175386848546006,0.107843137254902,-3.33939676415459
"298","temple.us","Control","2013","2","11","temple.us_Control_2013_2_11",0.762848664688427,0.0739993265911344,0.602373887240356,-2.16859780812245
"299","temple.us","Control","2013","3","21","temple.us_Control_2013_3_21",0.65,0.142105336918834,0.309677419354839,-2.39486136146697
"300","temple.us","Control","2014","1"," 1","temple.us_Control_2014_1_ 1",0.616969696969697,0.13811648471445,0.164983164983165,-3.2725024309806
"301","temple.us","Control","2014","2","11","temple.us_Control_2014_2_11",0.479339933993399,0.063097405784315,0.313531353135314,-2.62781930250613
"302","temple.us","Control","2014","3","21","temple.us_Control_2014_3_21",0.64241935483871,0.0923717589948634,0.42741935483871,-2.32755121629713
"303","temple.us","Control","2015","1"," 1","temple.us_Control_2015_1_ 1",0.761421319796954,0.101656068049389,0.467005076142132,-2.89619940357895
"304","temple.us","Control","2015","2","11","temple.us_Control_2015_2_11",0.692327586206896,0.0922286830000916,0.5,-2.08533375898586
"305","temple.us","Control","2015","3","21","temple.us_Control_2015_3_21",0.6596875,0.115496106153481,0.234375,-3.68248345476521
"306","temple.us","Control","2016","1"," 1","temple.us_Control_2016_1_ 1",0.43258064516129,0.0420456232172412,0.354838709677419,-1.84898996697455
"307","temple.us","Control","2016","2","11","temple.us_Control_2016_2_11",0.526493506493506,0.0910319441249037,0.288311688311688,-2.61646414861812
"308","temple.us","Control","2016","3","21","temple.us_Control_2016_3_21",0.689074889867841,0.107158135839469,0.356828193832599,-3.10052702421935
"309","temple.us","Control","2020","1"," 1","temple.us_Control_2020_1_ 1",0.800718562874252,0.097995214509472,0.580838323353293,-2.24378548097066
"310","temple.us","Control","2020","2","11","temple.us_Control_2020_2_11",0.810283400809717,0.0704227778791593,0.255060728744939,-7.88413477550548
"311","temple.us","Control","2020","3","21","temple.us_Control_2020_3_21",0.76504132231405,0.0983861035376817,0.520661157024793,-2.48388905040497
"312","temple.us","NPK","2010","1"," 8","temple.us_NPK_2010_1_ 8",0.682632375189107,0.153881609293947,0.307110438729198,-2.44033018749226
"313","temple.us","NPK","2010","2","18","temple.us_NPK_2010_2_18",0.823543307086614,0.0837288292603959,0.874015748031496,0.602808392171746
"314","temple.us","NPK","2010","3","28","temple.us_NPK_2010_3_28",0.827404844290658,0.15475400428972,0.404844290657439,-2.73053066104919
"315","temple.us","NPK","2012","1"," 8","temple.us_NPK_2012_1_ 8",0.595542168674699,0.0962371834971432,0.385542168674699,-2.18210874808315
"316","temple.us","NPK","2012","3","28","temple.us_NPK_2012_3_28",0.792463768115942,0.141527681051922,0.373913043478261,-2.95737711186074
"317","temple.us","NPK","2013","1"," 8","temple.us_NPK_2013_1_ 8",0.754787878787879,0.133759565821089,0.624242424242424,-0.975970980049882
"318","temple.us","NPK","2013","2","18","temple.us_NPK_2013_2_18",0.846303030303031,0.135051731012373,0.660606060606061,-1.37500621654347
"319","temple.us","NPK","2013","3","28","temple.us_NPK_2013_3_28",0.810052356020942,0.147328019576641,0.371727748691099,-2.97516119872788
"320","temple.us","NPK","2014","1"," 8","temple.us_NPK_2014_1_ 8",0.674911660777385,0.132918072177534,0.342756183745583,-2.49894895096096
"321","temple.us","NPK","2014","2","18","temple.us_NPK_2014_2_18",0.729243697478992,0.12743782448992,0.271708683473389,-3.5902607082075
"322","temple.us","NPK","2014","3","28","temple.us_NPK_2014_3_28",0.620700636942675,0.0976828990077067,0.299363057324841,-3.28959913026826
"323","temple.us","NPK","2015","1"," 8","temple.us_NPK_2015_1_ 8",0.719536231884058,0.115186470938235,0.414492753623188,-2.64825787070462
"324","temple.us","NPK","2015","2","18","temple.us_NPK_2015_2_18",0.837482014388489,0.112406044546704,0.532374100719424,-2.71433724849463
"325","temple.us","NPK","2015","3","28","temple.us_NPK_2015_3_28",0.544666666666667,0.175184366567232,0.133333333333333,-2.34800251525568
"326","temple.us","NPK","2016","1"," 8","temple.us_NPK_2016_1_ 8",0.591666666666667,0.0781915401258364,0.3,-3.73015630843538
"327","temple.us","NPK","2016","3","28","temple.us_NPK_2016_3_28",0.773887399463807,0.0948455600856085,0.436997319034853,-3.55198577692908
"328","temple.us","NPK","2020","1"," 8","temple.us_NPK_2020_1_ 8",0.64563829787234,0.145940952865061,0.5,-0.997926181878496
"329","temple.us","NPK","2020","2","18","temple.us_NPK_2020_2_18",0.849638554216868,0.0645411753226472,0.91566265060241,1.02297635665111
"330","temple.us","NPK","2020","3","28","temple.us_NPK_2020_3_28",0.856964285714286,0.095482809251208,0.410714285714286,-4.67361615666282
"331","ukul.za","Control","2010","1"," 8","ukul.za_Control_2010_1_ 8",0.692814371257485,0.104808131155577,0.131736526946108,-5.35338086964373
"332","ukul.za","Control","2010","2","12","ukul.za_Control_2010_2_12",0.810071942446043,0.147274939214557,0.223021582733813,-3.98608454936782
"333","ukul.za","Control","2010","3","22","ukul.za_Control_2010_3_22",0.735485564304462,0.101489768686531,0.244094488188976,-4.84177944708135
"334","ukul.za","Control","2011","1"," 8","ukul.za_Control_2011_1_ 8",0.661052631578947,0.139677695514348,0.0526315789473684,-4.35589268845777
"335","ukul.za","Control","2011","2","12","ukul.za_Control_2011_2_12",0.748239436619718,0.123479026501318,0.119718309859155,-5.09010432434738
"336","ukul.za","Control","2011","3","22","ukul.za_Control_2011_3_22",0.74578231292517,0.103925223658193,0.19047619047619,-5.34332381400848
"337","ukul.za","Control","2012","1"," 8","ukul.za_Control_2012_1_ 8",0.761056105610561,0.122972778734315,0.135313531353135,-5.08846413570401
"338","ukul.za","Control","2012","2","12","ukul.za_Control_2012_2_12",0.718881578947368,0.109552808576668,0.177631578947368,-4.94053969982174
"339","ukul.za","Control","2012","3","22","ukul.za_Control_2012_3_22",0.659558011049724,0.120494200403525,0.0607734806629834,-4.96940540193189
"340","ukul.za","Control","2013","1"," 8","ukul.za_Control_2013_1_ 8",0.588022284122563,0.114035809509952,0.142061281337047,-3.9107101944727
"341","ukul.za","Control","2013","2","12","ukul.za_Control_2013_2_12",0.694763406940063,0.112367981101258,0.129337539432177,-5.03191266734929
"342","ukul.za","Control","2013","3","22","ukul.za_Control_2013_3_22",0.713898305084746,0.132542289687784,0.0983050847457627,-4.64450419401288
"343","ukul.za","Control","2014","1"," 8","ukul.za_Control_2014_1_ 8",0.509307692307692,0.0966246129147807,0.107692307692308,-4.15645012694223
"344","ukul.za","Control","2014","2","12","ukul.za_Control_2014_2_12",0.723559322033898,0.143776859622702,0.11864406779661,-4.20731998059146
"345","ukul.za","Control","2014","3","22","ukul.za_Control_2014_3_22",0.730872483221476,0.133089536923945,0.0671140939597315,-4.98730707614569
"346","ukul.za","Control","2015","1"," 8","ukul.za_Control_2015_1_ 8",0.595555555555556,0.0975947443684649,0.272727272727273,-3.30784495535393
"347","ukul.za","Control","2015","2","12","ukul.za_Control_2015_2_12",0.766359447004608,0.101491395635596,0.235023041474654,-5.2352852397233
"348","ukul.za","Control","2015","3","22","ukul.za_Control_2015_3_22",0.680357142857143,0.0781357716640217,0.261904761904762,-5.35545208092008
"349","ukul.za","Control","2016","1"," 8","ukul.za_Control_2016_1_ 8",0.617837837837838,0.111977405894365,0.162162162162162,-4.06935374182129
"350","ukul.za","Control","2016","2","12","ukul.za_Control_2016_2_12",0.728030303030303,0.122105579961386,0.151515151515152,-4.72144804273044
"351","ukul.za","Control","2016","3","22","ukul.za_Control_2016_3_22",0.680945454545455,0.10845806031511,0.250909090909091,-3.96500142439347
"352","ukul.za","Control","2017","1"," 8","ukul.za_Control_2017_1_ 8",0.592098765432099,0.103375837869824,0.179012345679012,-3.9959668358216
"353","ukul.za","Control","2017","2","12","ukul.za_Control_2017_2_12",0.747543859649123,0.0523885344638103,0.535087719298246,-4.05539384762978
"354","ukul.za","Control","2017","3","22","ukul.za_Control_2017_3_22",0.756834532374101,0.14864588851115,0.143884892086331,-4.12355596530201
"355","ukul.za","Control","2018","1"," 8","ukul.za_Control_2018_1_ 8",0.623455882352941,0.126799268730925,0.176470588235294,-3.52514094593222
"356","ukul.za","Control","2018","2","12","ukul.za_Control_2018_2_12",0.815755395683453,0.0786090382228225,0.359712230215827,-5.80140879188652
"357","ukul.za","Control","2018","3","22","ukul.za_Control_2018_3_22",0.8419795221843,0.071389434489605,0.180887372013652,-9.26036401460652
"358","ukul.za","Control","2019","1"," 8","ukul.za_Control_2019_1_ 8",0.535922865013774,0.0756087299157459,0.190082644628099,-4.57407789776471
"359","ukul.za","Control","2019","2","12","ukul.za_Control_2019_2_12",0.788,0.0844570556497752,0.640816326530612,-1.74270429317032
"360","ukul.za","Control","2019","3","22","ukul.za_Control_2019_3_22",0.762356902356902,0.140617664619851,0.185185185185185,-4.10454631523042
"361","ukul.za","Control","2020","1"," 8","ukul.za_Control_2020_1_ 8",0.640539215686274,0.100535304765352,0.181372549019608,-4.56721813037077
"362","ukul.za","Control","2020","2","12","ukul.za_Control_2020_2_12",0.66,0.122299843258909,0.208672086720867,-3.69033926170838
"363","ukul.za","Control","2020","3","22","ukul.za_Control_2020_3_22",0.7,0.14874681688093,0.128205128205128,-3.84408139807514
"364","ukul.za","NPK","2010","1"," 2","ukul.za_NPK_2010_1_ 2",0.788417910447761,0.136877025949746,0.134328358208955,-4.77866572348637
"365","ukul.za","NPK","2010","2","19","ukul.za_NPK_2010_2_19",0.735910780669145,0.19491216779049,0.271375464684015,-2.3833058820856
"366","ukul.za","NPK","2010","3","23","ukul.za_NPK_2010_3_23",0.670228013029316,0.104307627445552,0.315960912052117,-3.39636812429776
"367","ukul.za","NPK","2011","1"," 2","ukul.za_NPK_2011_1_ 2",0.632913385826772,0.174031888313475,0.0708661417322835,-3.22956470530332
"368","ukul.za","NPK","2011","2","19","ukul.za_NPK_2011_2_19",0.735344262295082,0.172332705937699,0.154098360655738,-3.37281248197584
"369","ukul.za","NPK","2011","3","23","ukul.za_NPK_2011_3_23",0.721235521235521,0.182021049539035,0.0965250965250965,-3.4320779178699
"370","ukul.za","NPK","2012","1"," 2","ukul.za_NPK_2012_1_ 2",0.640251572327044,0.120364711233817,0.150943396226415,-4.06521289408582
"371","ukul.za","NPK","2012","2","19","ukul.za_NPK_2012_2_19",0.778456375838926,0.137273087203588,0.134228187919463,-4.6930407193656
"372","ukul.za","NPK","2012","3","23","ukul.za_NPK_2012_3_23",0.733217391304348,0.208185880108883,0.130434782608696,-2.89540581897481
"373","ukul.za","NPK","2013","1"," 2","ukul.za_NPK_2013_1_ 2",0.638641975308642,0.112445123987891,0.216049382716049,-3.75821180683745
"374","ukul.za","NPK","2013","2","19","ukul.za_NPK_2013_2_19",0.713534246575342,0.134946664185793,0.123287671232877,-4.37392490510044
"375","ukul.za","NPK","2013","3","23","ukul.za_NPK_2013_3_23",0.835847457627119,0.105281549121172,0.0932203389830508,-7.05372522386951
"376","ukul.za","NPK","2014","1"," 2","ukul.za_NPK_2014_1_ 2",0.574491525423729,0.0932343065908216,0.288135593220339,-3.07135798692775
"377","ukul.za","NPK","2014","2","19","ukul.za_NPK_2014_2_19",0.774082397003745,0.19812847433538,0.0786516853932584,-3.50999882244741
"378","ukul.za","NPK","2014","3","23","ukul.za_NPK_2014_3_23",0.760518134715026,0.152227894124794,0.10880829015544,-4.28114602981583
"379","ukul.za","NPK","2015","1"," 2","ukul.za_NPK_2015_1_ 2",0.684769230769231,0.130528962507157,0.276923076923077,-3.12456443391858
"380","ukul.za","NPK","2015","2","19","ukul.za_NPK_2015_2_19",0.817757847533632,0.233823673359629,0.0403587443946188,-3.32472367732991
"381","ukul.za","NPK","2015","3","23","ukul.za_NPK_2015_3_23",0.779647887323944,0.110450233118905,0.232394366197183,-4.9547520695372
"382","ukul.za","NPK","2016","1"," 2","ukul.za_NPK_2016_1_ 2",0.661940928270042,0.111740186208712,0.257383966244726,-3.62051447873616
"383","ukul.za","NPK","2016","2","19","ukul.za_NPK_2016_2_19",0.851416666666667,0.233210209819565,0.0666666666666667,-3.36498989734267
"384","ukul.za","NPK","2016","3","23","ukul.za_NPK_2016_3_23",0.770731707317073,0.0827335367071748,0.227642276422764,-6.56432025644579
"385","ukul.za","NPK","2017","1"," 2","ukul.za_NPK_2017_1_ 2",0.57569696969697,0.133042214953507,0.0909090909090909,-3.6438650616069
"386","ukul.za","NPK","2017","2","19","ukul.za_NPK_2017_2_19",0.715820895522388,0.164994889479477,0.164179104477612,-3.34338713632335
"387","ukul.za","NPK","2017","3","23","ukul.za_NPK_2017_3_23",0.567342657342657,0.0923920696337552,0.321678321678322,-2.65893313828942
"388","ukul.za","NPK","2018","1"," 2","ukul.za_NPK_2018_1_ 2",0.629956331877729,0.130309450326813,0.205240174672489,-3.25928899354622
"389","ukul.za","NPK","2018","2","19","ukul.za_NPK_2018_2_19",0.694380165289256,0.135101071983575,0.148760330578512,-4.03860477714846
"390","ukul.za","NPK","2018","3","23","ukul.za_NPK_2018_3_23",0.673037037037037,0.0937681898681881,0.437037037037037,-2.51684500182578
"391","ukul.za","NPK","2019","1"," 2","ukul.za_NPK_2019_1_ 2",0.65,0.155140404537241,0.597633136094675,-0.33754497457659
"392","ukul.za","NPK","2019","2","19","ukul.za_NPK_2019_2_19",0.650694444444444,0.233345817300049,0.0694444444444444,-2.49093815661841
"393","ukul.za","NPK","2019","3","23","ukul.za_NPK_2019_3_23",0.624187725631769,0.117733013082351,0.451263537906137,-1.46878248673273
"394","ukul.za","NPK","2020","1"," 2","ukul.za_NPK_2020_1_ 2",0.659075907590759,0.13278228816713,0.32013201320132,-2.55262881117712
"395","ukul.za","NPK","2020","2","19","ukul.za_NPK_2020_2_19",0.789825783972125,0.159189256864772,0.212543554006969,-3.62638937661192
"396","ukul.za","NPK","2020","3","23","ukul.za_NPK_2020_3_23",0.744528301886792,0.10688594675966,0.252830188679245,-4.60021291960076
